,id,preferredName,firstName,lastName,affiliation,coAuthors,articleCount,trends,bioParagraphs,publicTopic,terms,photoUrl
85,37087231430,Younggun Jang,Younggun,Jang,Samsung Electronics,"[37087231355, 37087230417, 37087231756, 37302009500]",1,"[{'year': '2019', 'numRecords': 1}]",,"embedded systems,program testing,","[{'term': 'embedded systems', 'numRecords': 1}, {'term': 'program testing', 'numRecords': 1}]",
86,37087232326,Yaroslav Golubev,Yaroslav,Golubev,JetBrains Research,"[37086252515, 37087235476]",1,"[{'year': '2019', 'numRecords': 1}]",,"cloud computing,","[{'term': 'cloud computing', 'numRecords': 1}]",
87,37087235027,Yun Yang,Yun,Yang,Swinburne University of Technology,"[37087233513, 37087230617, 37267454600, 37836069500, 37406542800, 37086803007]",1,"[{'year': '2019', 'numRecords': 1}]",,"cloud computing,scheduling,software performance evaluation,virtualisation,workflow management software,","[{'term': 'cloud computing', 'numRecords': 1}, {'term': 'scheduling', 'numRecords': 1}, {'term': 'software performance evaluation', 'numRecords': 1}, {'term': 'virtualisation', 'numRecords': 1}, {'term': 'workflow management software', 'numRecords': 1}]",
88,37312613800,Radu Calinescu,R.,Calinescu,University of York,"[37086590163, 37085549340, 37316507600, 37266250300, 37320400800, 37660903900, 37320408500, 37312643000, 37320294300, 37085493793, 38581298600, 37085763617, 37322946700, 37266251900, 37297169700, 37658570300, 37306342000, 38246188600, 37267514200, 37282478700, 37085560322, 37353636700, 37284950700, 37271265100, 38093604100, 37684432800, 38073927300, 37313448700, 37712269400, 37298473700, 38467750500, 37086000173, 38271469800, 37267493000, 37074296400, 37305564800, 37085760103, 37659442400, 37085515121, 37085730597, 37848642600, 37267597700, 37282136800, 37313447100, 37320891300, 37712235800, 37320410000, 37267216100, 37086933924, 37086774586, 37285002300, 37086589029, 37270225400, 37085697682, 37085936469]",36,"[{'year': '1997', 'numRecords': 1}, {'year': '2007', 'numRecords': 3}, {'year': '2008', 'numRecords': 3}, {'year': '2009', 'numRecords': 3}, {'year': '2011', 'numRecords': 1}, {'year': '2013', 'numRecords': 5}, {'year': '2014', 'numRecords': 3}, {'year': '2015', 'numRecords': 3}, {'year': '2016', 'numRecords': 1}, {'year': '2017', 'numRecords': 5}, {'year': '2018', 'numRecords': 4}, {'year': '2019', 'numRecords': 4}]","['Radu\xa0Calinescu is a senior lecturer within the Department of\n Computer Science, University of York, United Kingdom. His main research interests include formal methods for\n self-adaptive, autonomous, secure and dependable software systems, and in performance and reliability software\n engineering. He is an active promoter of formal methods at runtime as a way to improve the integrity and\n predictability of self-adaptive and autonomous software systems and processes.']","software quality,Markov processes,Pareto optimisation,embedded systems,software architecture,cloud computing,disasters,emergency management,information systems,object-oriented programming,program verification,self-adjusting systems,stochastic processes,Big Data,Web services,adaptive control,adaptive systems,authorisation,autonomous underwater vehicles,business data processing,control engineering computing,cyber-physical systems,data protection,decentralised control,decision making,","[{'term': 'software quality', 'numRecords': 4}, {'term': 'Markov processes', 'numRecords': 2}, {'term': 'Pareto optimisation', 'numRecords': 3}, {'term': 'embedded systems', 'numRecords': 3}, {'term': 'software architecture', 'numRecords': 7}, {'term': 'cloud computing', 'numRecords': 5}, {'term': 'disasters', 'numRecords': 2}, {'term': 'emergency management', 'numRecords': 2}, {'term': 'information systems', 'numRecords': 2}, {'term': 'object-oriented programming', 'numRecords': 3}, {'term': 'program verification', 'numRecords': 3}, {'term': 'self-adjusting systems', 'numRecords': 2}, {'term': 'stochastic processes', 'numRecords': 1}, {'term': 'Big Data', 'numRecords': 1}, {'term': 'Web services', 'numRecords': 4}, {'term': 'adaptive control', 'numRecords': 1}, {'term': 'adaptive systems', 'numRecords': 1}, {'term': 'authorisation', 'numRecords': 1}, {'term': 'autonomous underwater vehicles', 'numRecords': 1}, {'term': 'business data processing', 'numRecords': 1}, {'term': 'control engineering computing', 'numRecords': 1}, {'term': 'cyber-physical systems', 'numRecords': 1}, {'term': 'data protection', 'numRecords': 1}, {'term': 'decentralised control', 'numRecords': 1}, {'term': 'decision making', 'numRecords': 1}]",https://ieeexplore.ieee.org//mediastore_new/IEEE/content/freeimages/32/8532001/8008800/calin-2738640-small.gif
89,37087235159,Advaita Datar,Advaita,Datar,"Tata Research Development and Design Center, India","[37087234587, 37087233489, 37085991361, 37085344369, 37671388800, 37072359200, 37667716900]",1,"[{'year': '2019', 'numRecords': 1}]",,"program diagnostics,program testing,program verification,reachability analysis,","[{'term': 'program diagnostics', 'numRecords': 1}, {'term': 'program testing', 'numRecords': 1}, {'term': 'program verification', 'numRecords': 1}, {'term': 'reachability analysis', 'numRecords': 1}]",
90,37087233202,Thomas Lemberger,Thomas,Lemberger,LMU Munich,[37087232820],2,"[{'year': '2018', 'numRecords': 1}, {'year': '2019', 'numRecords': 1}]",,"XML,program testing,","[{'term': 'XML', 'numRecords': 1}, {'term': 'program testing', 'numRecords': 1}]",
91,37406542800,Xiao Liu,Xiao,Xiao Liu,Deakin University,"[38241035400, 37596809200, 37407025500, 37280682600, 37274880400, 37086803541, 37086064668, 37651364300, 37085402032, 37087233513, 37086802700, 37087230617, 37267454600, 37529669800, 37085670232, 37275772500, 37085402768, 37085470127, 37598186500, 38567718200, 37276607900, 37836069500, 37597578500, 37085688821, 37279467900, 37536769000, 37085415046, 37085792397, 37550270500, 37302077700, 37399846400, 37535745200, 38570332800, 37086676665, 37086261686, 37086444825, 37085496706, 37085466261, 37085851256, 37086853047, 37655127700, 37086852144, 37085464890, 37410882700, 37086007962, 37628106400, 37086803007, 37086014072, 37086802128, 38546678200, 37086015650, 37086853120, 37402235800, 37536617100, 38546754200, 38240006600, 37085695083, 37086045667, 37085453306, 37086510729, 37076027300, 37086670438, 37086137893]",35,"[{'year': '2008', 'numRecords': 3}, {'year': '2010', 'numRecords': 4}, {'year': '2011', 'numRecords': 3}, {'year': '2012', 'numRecords': 1}, {'year': '2013', 'numRecords': 6}, {'year': '2014', 'numRecords': 6}, {'year': '2015', 'numRecords': 2}, {'year': '2016', 'numRecords': 3}, {'year': '2017', 'numRecords': 1}, {'year': '2018', 'numRecords': 3}, {'year': '2019', 'numRecords': 3}]","['Xiao Liu received the master’s degree in management science and engineering from the Hefei University of Technology, Hefei, China, in 2007, and the Ph.D. degree in computer science and software engineering from the Faculty of Information and Communication Technologies, Swinburne University of Technology, Melbourne, VIC, Australia, in 2011. He is currently a Senior Lecturer with the School of Information Technology, Deakin University, Melbourne. He has published over 90 papers in the area of software engineering and service computing including journals, such as the IEEE Transactions on Software Engineering and the IEEE Transactions on Service Computing.']","cloud computing,workflow management software,business data processing,formal verification,mobile computing,particle swarm optimisation,quality of service,Internet of Things,biomedical communication,cardiology,checkpointing,computer centres,energy conservation,energy consumption,medical diagnostic computing,natural sciences computing,parallel processing,pricing,public domain software,scheduling,software performance evaluation,telecommunication power management,user interfaces,video signal processing,virtualisation,","[{'term': 'cloud computing', 'numRecords': 15}, {'term': 'workflow management software', 'numRecords': 5}, {'term': 'business data processing', 'numRecords': 4}, {'term': 'formal verification', 'numRecords': 2}, {'term': 'mobile computing', 'numRecords': 2}, {'term': 'particle swarm optimisation', 'numRecords': 1}, {'term': 'quality of service', 'numRecords': 6}, {'term': 'Internet of Things', 'numRecords': 1}, {'term': 'biomedical communication', 'numRecords': 1}, {'term': 'cardiology', 'numRecords': 1}, {'term': 'checkpointing', 'numRecords': 1}, {'term': 'computer centres', 'numRecords': 1}, {'term': 'energy conservation', 'numRecords': 1}, {'term': 'energy consumption', 'numRecords': 1}, {'term': 'medical diagnostic computing', 'numRecords': 1}, {'term': 'natural sciences computing', 'numRecords': 2}, {'term': 'parallel processing', 'numRecords': 4}, {'term': 'pricing', 'numRecords': 1}, {'term': 'public domain software', 'numRecords': 1}, {'term': 'scheduling', 'numRecords': 5}, {'term': 'software performance evaluation', 'numRecords': 1}, {'term': 'telecommunication power management', 'numRecords': 1}, {'term': 'user interfaces', 'numRecords': 1}, {'term': 'video signal processing', 'numRecords': 1}, {'term': 'virtualisation', 'numRecords': 1}]",https://ieeexplore.ieee.org//mediastore_new/IEEE/content/freeimages/6287639/8600701/8723368/liu-2919319-small.gif
92,37302009500,Ahyoung Sung,Ahyoung,Ahyoung Sung,Samsung Electronics,"[37291842800, 37087231430, 37287783000, 37066338000, 37087231355, 37087230417, 37087231756, 37272372900, 37934430800, 38276900500, 38300966500]",6,"[{'year': '2002', 'numRecords': 1}, {'year': '2006', 'numRecords': 1}, {'year': '2007', 'numRecords': 1}, {'year': '2010', 'numRecords': 1}, {'year': '2011', 'numRecords': 1}, {'year': '2019', 'numRecords': 1}]",,"embedded systems,program testing,fault diagnosis,program diagnostics,safety-critical software,ubiquitous computing,Linux,formal specification,microprocessor chips,operating system kernels,operating systems (computers),software tools,","[{'term': 'embedded systems', 'numRecords': 2}, {'term': 'program testing', 'numRecords': 3}, {'term': 'fault diagnosis', 'numRecords': 1}, {'term': 'program diagnostics', 'numRecords': 1}, {'term': 'safety-critical software', 'numRecords': 1}, {'term': 'ubiquitous computing', 'numRecords': 1}, {'term': 'Linux', 'numRecords': 1}, {'term': 'formal specification', 'numRecords': 1}, {'term': 'microprocessor chips', 'numRecords': 1}, {'term': 'operating system kernels', 'numRecords': 1}, {'term': 'operating systems (computers)', 'numRecords': 1}, {'term': 'software tools', 'numRecords': 1}]",
93,37087232820,Dirk Beyer,Dirk,Beyer,LMU Munich,[37087233202],2,"[{'year': '2018', 'numRecords': 1}, {'year': '2019', 'numRecords': 1}]",,"XML,program testing,","[{'term': 'XML', 'numRecords': 1}, {'term': 'program testing', 'numRecords': 1}]",
94,38581165000,Alexandre Perez,Alexandre,Perez,Palo Alto Research Center,"[37297115200, 37086223351, 38581152500, 37086239219, 37605169700, 37267416800, 38245288700, 38503762000, 38580570800, 37287527500, 37271310500]",10,"[{'year': '2012', 'numRecords': 2}, {'year': '2013', 'numRecords': 1}, {'year': '2014', 'numRecords': 2}, {'year': '2015', 'numRecords': 1}, {'year': '2017', 'numRecords': 3}, {'year': '2019', 'numRecords': 1}]",,"fault diagnosis,program debugging,program diagnostics,program testing,software fault tolerance,error detection,productivity,software maintenance,software quality,spreadsheet programs,data visualisation,decision making,software reliability,statistical analysis,statistical testing,system recovery,topology,","[{'term': 'fault diagnosis', 'numRecords': 4}, {'term': 'program debugging', 'numRecords': 2}, {'term': 'program diagnostics', 'numRecords': 1}, {'term': 'program testing', 'numRecords': 2}, {'term': 'software fault tolerance', 'numRecords': 2}, {'term': 'error detection', 'numRecords': 1}, {'term': 'productivity', 'numRecords': 1}, {'term': 'software maintenance', 'numRecords': 1}, {'term': 'software quality', 'numRecords': 1}, {'term': 'spreadsheet programs', 'numRecords': 2}, {'term': 'data visualisation', 'numRecords': 1}, {'term': 'decision making', 'numRecords': 1}, {'term': 'software reliability', 'numRecords': 1}, {'term': 'statistical analysis', 'numRecords': 1}, {'term': 'statistical testing', 'numRecords': 1}, {'term': 'system recovery', 'numRecords': 1}, {'term': 'topology', 'numRecords': 1}]",
95,37072359200,Shrawan Kumar,Shrawan,Kumar,"Vardhaman College of Engineering,Computer Science & Engineering Dept.,Hyderabad,India","[37087234587, 37072450900, 37087233489, 37085991361, 37085344369, 37671388800, 37087235159, 37087501906, 37087500608, 37072489800, 37667716900, 38232933600]",3,"[{'year': '2013', 'numRecords': 1}, {'year': '2019', 'numRecords': 2}]",,"program testing,Internet of Things,SCADA systems,cloud computing,formal verification,inference mechanisms,local area networks,program diagnostics,program verification,reachability analysis,","[{'term': 'program testing', 'numRecords': 2}, {'term': 'Internet of Things', 'numRecords': 1}, {'term': 'SCADA systems', 'numRecords': 1}, {'term': 'cloud computing', 'numRecords': 1}, {'term': 'formal verification', 'numRecords': 1}, {'term': 'inference mechanisms', 'numRecords': 1}, {'term': 'local area networks', 'numRecords': 1}, {'term': 'program diagnostics', 'numRecords': 1}, {'term': 'program verification', 'numRecords': 1}, {'term': 'reachability analysis', 'numRecords': 1}]",
96,37087235476,Vladislav Tankov,Vladislav,Tankov,JetBrains,"[37086252515, 37087232326]",1,"[{'year': '2019', 'numRecords': 1}]",,"cloud computing,","[{'term': 'cloud computing', 'numRecords': 1}]",
97,37086935948,Lucas Vieira,Lucas,Vieira,"State University of Ceará, Fortaleza, CE, Brazil","[37086936704, 37679067600, 37282927200, 37085551505, 37282598100]",2,"[{'year': '2019', 'numRecords': 2}]",,"aspect-oriented programming,control engineering computing,formal specification,remotely operated vehicles,","[{'term': 'aspect-oriented programming', 'numRecords': 2}, {'term': 'control engineering computing', 'numRecords': 1}, {'term': 'formal specification', 'numRecords': 1}, {'term': 'remotely operated vehicles', 'numRecords': 1}]",
98,37086348773,Yajin Zhou,Yajin,Zhou,Zhejiang University,"[37086457356, 37598854100, 37417418500, 37086010951, 37085539160, 37085412480, 37086493430, 37085810260, 37085422436, 38235570100, 37086344156, 37086798324, 37086430256]",3,"[{'year': '2018', 'numRecords': 1}, {'year': '2019', 'numRecords': 2}]","['Yajin Zhou received the Ph.D. degree in computer science from North Carolina State University, Raleigh, NC, USA. He is currently a ZJU 100 Young Professor with the Institute of Cyber Security Research and the College of Computer Science and Technology, Zhejiang University, China. His research mainly focuses on smartphone and system security, such as identifying real-world threats and building practical solutions, mainly in the context of embedded systems (or IoT devices).']","Android (operating system),Java,data privacy,electronic messaging,invasive software,mobile computing,security of data,smart phones,system monitoring,virtual machines,","[{'term': 'Android (operating system)', 'numRecords': 2}, {'term': 'Java', 'numRecords': 1}, {'term': 'data privacy', 'numRecords': 1}, {'term': 'electronic messaging', 'numRecords': 1}, {'term': 'invasive software', 'numRecords': 1}, {'term': 'mobile computing', 'numRecords': 1}, {'term': 'security of data', 'numRecords': 1}, {'term': 'smart phones', 'numRecords': 1}, {'term': 'system monitoring', 'numRecords': 1}, {'term': 'virtual machines', 'numRecords': 1}]",https://ieeexplore.ieee.org//mediastore_new/IEEE/content/freeimages/10206/8439094/8443386/yzhou-2866347-small.gif
99,37679067600,Paulo Henrique Maia,P.H.M.,Maia,"State University of Ceará, Fortaleza, CE, Brazil","[37264987100, 37085932644, 37086962839, 37868535800, 38272561000, 38030403300, 37086936704, 37587926700, 37682606100, 38271673200, 37549436700, 37086898641, 37085655128, 38269936900, 38182895400, 37738435500, 37700524900, 37086963373, 37271626300, 37086903589, 37282927200, 37086239083, 37338490700, 37588185900, 37565567000, 37086935948, 37085551505, 37282598100]",14,"[{'year': '2004', 'numRecords': 1}, {'year': '2007', 'numRecords': 1}, {'year': '2008', 'numRecords': 2}, {'year': '2009', 'numRecords': 1}, {'year': '2011', 'numRecords': 2}, {'year': '2013', 'numRecords': 1}, {'year': '2015', 'numRecords': 1}, {'year': '2016', 'numRecords': 1}, {'year': '2019', 'numRecords': 4}]",,"aspect-oriented programming,business data processing,mobile computing,Android (operating system),Unified Modeling Language,Web services,Web sites,control engineering computing,data mining,formal specification,object-oriented methods,program compilers,program diagnostics,quality assurance,question answering (information retrieval),remotely operated vehicles,software architecture,software development management,software engineering,software maintenance,software metrics,software quality,source code (software),Java,bioinformatics,","[{'term': 'aspect-oriented programming', 'numRecords': 2}, {'term': 'business data processing', 'numRecords': 2}, {'term': 'mobile computing', 'numRecords': 2}, {'term': 'Android (operating system)', 'numRecords': 1}, {'term': 'Unified Modeling Language', 'numRecords': 1}, {'term': 'Web services', 'numRecords': 1}, {'term': 'Web sites', 'numRecords': 1}, {'term': 'control engineering computing', 'numRecords': 1}, {'term': 'data mining', 'numRecords': 1}, {'term': 'formal specification', 'numRecords': 1}, {'term': 'object-oriented methods', 'numRecords': 1}, {'term': 'program compilers', 'numRecords': 1}, {'term': 'program diagnostics', 'numRecords': 1}, {'term': 'quality assurance', 'numRecords': 1}, {'term': 'question answering (information retrieval)', 'numRecords': 1}, {'term': 'remotely operated vehicles', 'numRecords': 1}, {'term': 'software architecture', 'numRecords': 1}, {'term': 'software development management', 'numRecords': 1}, {'term': 'software engineering', 'numRecords': 1}, {'term': 'software maintenance', 'numRecords': 1}, {'term': 'software metrics', 'numRecords': 1}, {'term': 'software quality', 'numRecords': 1}, {'term': 'source code (software)', 'numRecords': 1}, {'term': 'Java', 'numRecords': 3}, {'term': 'bioinformatics', 'numRecords': 2}]",
100,37087231512,Yan Cai,Yan,Cai,"State Key Laboratory of Computer Science, Institute of Software Chinese Academy of Sciences","[37087233347, 37086961859, 37087234357, 37087232101, 37086955367]",1,"[{'year': '2019', 'numRecords': 1}]",,"concurrency control,multi-threading,program diagnostics,security of data,","[{'term': 'concurrency control', 'numRecords': 1}, {'term': 'multi-threading', 'numRecords': 1}, {'term': 'program diagnostics', 'numRecords': 1}, {'term': 'security of data', 'numRecords': 1}]",
101,37086239219,Bruno Castro,Bruno,Castro,"IST, University of Lisbon","[37297115200, 37086245341, 38581165000, 37936881000]",2,"[{'year': '2017', 'numRecords': 1}, {'year': '2019', 'numRecords': 1}]",,"airports,augmented reality,cameras,fault diagnosis,object detection,program diagnostics,program testing,software fault tolerance,software maintenance,","[{'term': 'airports', 'numRecords': 1}, {'term': 'augmented reality', 'numRecords': 1}, {'term': 'cameras', 'numRecords': 1}, {'term': 'fault diagnosis', 'numRecords': 1}, {'term': 'object detection', 'numRecords': 1}, {'term': 'program diagnostics', 'numRecords': 1}, {'term': 'program testing', 'numRecords': 1}, {'term': 'software fault tolerance', 'numRecords': 1}, {'term': 'software maintenance', 'numRecords': 1}]",
102,37087231756,Jongin Kim,Jongin,Kim,Samsung Electronics,"[37087231430, 37087231355, 37087230417, 37302009500]",1,"[{'year': '2019', 'numRecords': 1}]",,"embedded systems,program testing,","[{'term': 'embedded systems', 'numRecords': 1}, {'term': 'program testing', 'numRecords': 1}]",
103,37836069500,Xuejun Li,Xuejim,Li,Anhui University,"[37086857795, 37086803541, 37087233513, 37403352900, 37086802700, 37087230617, 37267454600, 37085457439, 37085979993, 37656904600, 37086804011, 37880776900, 37406542800, 37086137796, 37086118452, 37086853047, 37085466261, 37086803918, 37085464890, 37086852144, 37833138300, 37086803007, 37086802128, 38546678200, 38126560300, 37086804610, 37086015650, 37086853120, 37085695083, 37559170100, 37085456704, 37086045667, 37086510729, 37086538679, 37086456877, 37086137893]",15,"[{'year': '2006', 'numRecords': 1}, {'year': '2007', 'numRecords': 2}, {'year': '2008', 'numRecords': 1}, {'year': '2015', 'numRecords': 1}, {'year': '2018', 'numRecords': 5}, {'year': '2019', 'numRecords': 5}]","['Xuejun Li received the Ph.D. degree from Anhui University, Hefei, China, in 2005, where he is currently a Professor with the School of Computer Science and Technology. His research interests include cloud computing and information security.']","cloud computing,Web sites,computer crime,neural nets,pattern classification,unsolicited e-mail,learning (artificial intelligence),mobile computing,particle swarm optimisation,pattern clustering,workflow management software,Big Data,Internet of Things,backpropagation,biomedical communication,cardiology,computer centres,computer games,data privacy,energy conservation,energy consumption,feature extraction,grid computing,matrix algebra,medical diagnostic computing,","[{'term': 'cloud computing', 'numRecords': 5}, {'term': 'Web sites', 'numRecords': 3}, {'term': 'computer crime', 'numRecords': 3}, {'term': 'neural nets', 'numRecords': 3}, {'term': 'pattern classification', 'numRecords': 3}, {'term': 'unsolicited e-mail', 'numRecords': 3}, {'term': 'learning (artificial intelligence)', 'numRecords': 2}, {'term': 'mobile computing', 'numRecords': 2}, {'term': 'particle swarm optimisation', 'numRecords': 2}, {'term': 'pattern clustering', 'numRecords': 2}, {'term': 'workflow management software', 'numRecords': 2}, {'term': 'Big Data', 'numRecords': 1}, {'term': 'Internet of Things', 'numRecords': 1}, {'term': 'backpropagation', 'numRecords': 1}, {'term': 'biomedical communication', 'numRecords': 1}, {'term': 'cardiology', 'numRecords': 1}, {'term': 'computer centres', 'numRecords': 1}, {'term': 'computer games', 'numRecords': 1}, {'term': 'data privacy', 'numRecords': 1}, {'term': 'energy conservation', 'numRecords': 1}, {'term': 'energy consumption', 'numRecords': 1}, {'term': 'feature extraction', 'numRecords': 1}, {'term': 'grid computing', 'numRecords': 1}, {'term': 'matrix algebra', 'numRecords': 1}, {'term': 'medical diagnostic computing', 'numRecords': 1}]",https://ieeexplore.ieee.org//mediastore_new/IEEE/content/freeimages/6287639/8600701/8730309/li-2920655-small.gif
104,37086252515,Timofey Bryksin,Timofey,Bryksin,JetBrains Research,"[37540945900, 37086959737, 37087232326, 37086450675, 37086246760, 37086255787, 37087012384, 37087010681, 37087235476, 37087009331]",4,"[{'year': '2017', 'numRecords': 1}, {'year': '2019', 'numRecords': 3}]",,"learning (artificial intelligence),Internet,cloud computing,data analysis,data handling,data mining,database management systems,humanoid robots,mobile robots,public domain software,recommender systems,robot programming,software libraries,software maintenance,software metrics,source code (software),trees (mathematics),","[{'term': 'learning (artificial intelligence)', 'numRecords': 2}, {'term': 'Internet', 'numRecords': 1}, {'term': 'cloud computing', 'numRecords': 1}, {'term': 'data analysis', 'numRecords': 1}, {'term': 'data handling', 'numRecords': 1}, {'term': 'data mining', 'numRecords': 1}, {'term': 'database management systems', 'numRecords': 1}, {'term': 'humanoid robots', 'numRecords': 1}, {'term': 'mobile robots', 'numRecords': 1}, {'term': 'public domain software', 'numRecords': 1}, {'term': 'recommender systems', 'numRecords': 1}, {'term': 'robot programming', 'numRecords': 1}, {'term': 'software libraries', 'numRecords': 1}, {'term': 'software maintenance', 'numRecords': 1}, {'term': 'software metrics', 'numRecords': 1}, {'term': 'source code (software)', 'numRecords': 1}, {'term': 'trees (mathematics)', 'numRecords': 1}]",
105,37087231894,Sebastian Ruland,Sebastian,Ruland,"Real-Time Systems Lab, TU Darmstadt","[37314117400, 37689549500, 37085761998]",1,"[{'year': '2019', 'numRecords': 1}]",,"C language,automata theory,configuration management,program diagnostics,program testing,program verification,quality assurance,software maintenance,software product lines,software quality,","[{'term': 'C language', 'numRecords': 1}, {'term': 'automata theory', 'numRecords': 1}, {'term': 'configuration management', 'numRecords': 1}, {'term': 'program diagnostics', 'numRecords': 1}, {'term': 'program testing', 'numRecords': 1}, {'term': 'program verification', 'numRecords': 1}, {'term': 'quality assurance', 'numRecords': 1}, {'term': 'software maintenance', 'numRecords': 1}, {'term': 'software product lines', 'numRecords': 1}, {'term': 'software quality', 'numRecords': 1}]",
106,38468274700,Keletso J. Letsholo,Keletso J.,Letsholo,"School of Computer Science, The University of Manchester, U.K.","[38468399400, 37538101800]",2,"[{'year': '2012', 'numRecords': 1}, {'year': '2013', 'numRecords': 1}]",,"business data processing,formal languages,formal specification,natural language processing,program diagnostics,software tools,","[{'term': 'business data processing', 'numRecords': 1}, {'term': 'formal languages', 'numRecords': 1}, {'term': 'formal specification', 'numRecords': 1}, {'term': 'natural language processing', 'numRecords': 1}, {'term': 'program diagnostics', 'numRecords': 1}, {'term': 'software tools', 'numRecords': 1}]",
107,37085551505,Yijun Yu,Yijun,Yu,"The Open University, UK","[37086211290, 37267788600, 37085944588, 37086936704, 37600014600, 37282707300, 37085874515, 37301686300, 37085544435, 37679067600, 37391911300, 37282927200, 37292540400, 38509813300, 37086237103, 37085876994, 37533292400, 37312807400, 37086935948, 37085552524, 37291637300, 37282598100]",10,"[{'year': '2011', 'numRecords': 1}, {'year': '2014', 'numRecords': 2}, {'year': '2015', 'numRecords': 1}, {'year': '2016', 'numRecords': 3}, {'year': '2017', 'numRecords': 1}, {'year': '2019', 'numRecords': 2}]","['Yijun Yu received the BSc, MSc, and PhD degrees from the Department\n of Computer Science, Fudan University, in 1992, 1995, 1998, respectively. He was a postdoctoral research fellow at the\n Department of Electrical Engineering, Ghent University, Belgium, from 1999 to 2002, then a lecturer at the Department\n of Computer Science, University of Toronto, Canada from 2003 to 2006. Since October 2006, he has become a senior\n lecturer in computing at The Open University, United Kingdom. He is interested in developing automated and efficient\n software techniques and tools to better support human activities in software engineering. He was interviewed by BBC\n Radio 4 Today and BBC World Services on his vision of applying Cloud Computing to improve Aviation Security. His\n research won an ACM SIGCHI Best Paper Award at EICS’13, an IEEE Best Paper Award at TrustCom’14, an IEEE\n Distinguished Paper Award at RE’11, a BCS Distinguished Paper award at BCS’08, and an ACM SigSoft\n Distinguished Paper Award at ASE’07. He serves as an associate editor of the Software Quality Journal, Secretary\n of BCS Specialist Group on Requirements Engineering, and PC of international conferences on Requirements Engineering\n (RE’10–16, CAiSE’10–16), Software Maintenance (SEW’13, CSMR’12, ICSM’10) and\n IoT (WF-IoT’15–16). He is currently a PI for successful knowledge transfer projects at Huawei, IBM and a\n co-investigator on projects of Adaptive Security And Privacy (ERC Advanced Grant, 2012–2017), Relating\n Requirements and Designs of Adaptive Information Systems (QNRF, 2012–2015), Lifelong Security Engineering for\n Evolving Systems” (EU FP7, 2009–2011), Usable Privacy for Mobile Apps (Microsoft SEIF, 2012). He is a\n member of the IEEE and the British Computer Society.']","aspect-oriented programming,Android (operating system),Markov processes,Monte Carlo methods,Web services,automata theory,control engineering computing,customer services,data privacy,digital forensics,electronic commerce,ergonomics,formal specification,formal verification,mobile computing,outsourcing,police data processing,programming environments,remotely operated vehicles,software architecture,software maintenance,user interfaces,authorisation,business data processing,cloud computing,","[{'term': 'aspect-oriented programming', 'numRecords': 2}, {'term': 'Android (operating system)', 'numRecords': 1}, {'term': 'Markov processes', 'numRecords': 1}, {'term': 'Monte Carlo methods', 'numRecords': 1}, {'term': 'Web services', 'numRecords': 1}, {'term': 'automata theory', 'numRecords': 1}, {'term': 'control engineering computing', 'numRecords': 1}, {'term': 'customer services', 'numRecords': 1}, {'term': 'data privacy', 'numRecords': 2}, {'term': 'digital forensics', 'numRecords': 1}, {'term': 'electronic commerce', 'numRecords': 1}, {'term': 'ergonomics', 'numRecords': 1}, {'term': 'formal specification', 'numRecords': 1}, {'term': 'formal verification', 'numRecords': 1}, {'term': 'mobile computing', 'numRecords': 1}, {'term': 'outsourcing', 'numRecords': 1}, {'term': 'police data processing', 'numRecords': 1}, {'term': 'programming environments', 'numRecords': 1}, {'term': 'remotely operated vehicles', 'numRecords': 1}, {'term': 'software architecture', 'numRecords': 1}, {'term': 'software maintenance', 'numRecords': 1}, {'term': 'user interfaces', 'numRecords': 1}, {'term': 'authorisation', 'numRecords': 1}, {'term': 'business data processing', 'numRecords': 1}, {'term': 'cloud computing', 'numRecords': 1}]",https://ieeexplore.ieee.org//mediastore_new/IEEE/content/freeimages/32/7778342/7451279/yu-2553035-small.gif
108,37074296400,Yasmin Rafiq,Yasmin,Rafiq,Imperial College London UK,"[37267788600, 38557973700, 37312613800, 38252579100, 37085763617, 37085560322, 37085798263, 37085483332, 37267493000, 38509813300, 37276019800, 37086070645, 37313447100, 37086057637]",4,"[{'year': '2013', 'numRecords': 2}, {'year': '2016', 'numRecords': 1}, {'year': '2017', 'numRecords': 1}]","['Yasmin Rafiq (S’14) received the B.Sc. degree in computer science and the M.Res. degree in photonic networks, both from Aston University, U.K. She is a Ph.D. student at the University of York, U.K.', 'She has active research interests in the areas of run-time modelling and verification of self-adaptive systems. Her current research is focused on online model learning for quality-of-service engineering, with applications to the verification of non-functional requirements for adaptive computer systems, analysis of non-functional requirements of complex software systems, and service-based architectures.']","formal verification,software reliability,Markov processes,Web services,bioinformatics,data privacy,health care,object-oriented programming,quality of service,social networking (online),software maintenance,telemedicine,","[{'term': 'formal verification', 'numRecords': 2}, {'term': 'software reliability', 'numRecords': 2}, {'term': 'Markov processes', 'numRecords': 1}, {'term': 'Web services', 'numRecords': 1}, {'term': 'bioinformatics', 'numRecords': 1}, {'term': 'data privacy', 'numRecords': 1}, {'term': 'health care', 'numRecords': 1}, {'term': 'object-oriented programming', 'numRecords': 1}, {'term': 'quality of service', 'numRecords': 1}, {'term': 'social networking (online)', 'numRecords': 1}, {'term': 'software maintenance', 'numRecords': 1}, {'term': 'telemedicine', 'numRecords': 1}]",
